# Finite Temperature QED corrections for d2P_int/dT2. [d2P_int/dT2] = MeV^2
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           dP2_int/dT2 (e^2)    dP2_int/dT2 (e^3)    dP2_int/dT2 (e^4)    dP2_int/dT2 (e^5)    
1.724993E-01        -1.993543E-04        2.868847E-05        -8.250377E-07        -1.875111E-07        
1.723444E-01        -1.986997E-04        2.859998E-05        -8.235672E-07        -1.871863E-07        
1.721896E-01        -1.980470E-04        2.851170E-05        -8.221002E-07        -1.868617E-07        
1.720349E-01        -1.973960E-04        2.842361E-05        -8.206367E-07        -1.865375E-07        
1.718803E-01        -1.967468E-04        2.833571E-05        -8.191767E-07        -1.862136E-07        
1.717259E-01        -1.960993E-04        2.824801E-05        -8.177201E-07        -1.858900E-07        
1.715717E-01        -1.954537E-04        2.816051E-05        -8.162670E-07        -1.855667E-07        
1.714176E-01        -1.948097E-04        2.807320E-05        -8.148174E-07        -1.852438E-07        
1.712636E-01        -1.941675E-04        2.798608E-05        -8.133712E-07        -1.849211E-07        
1.711097E-01        -1.935271E-04        2.789916E-05        -8.119284E-07        -1.845988E-07        
1.709560E-01        -1.928884E-04        2.781243E-05        -8.104890E-07        -1.842769E-07        
1.708024E-01        -1.922514E-04        2.772590E-05        -8.090531E-07        -1.839552E-07        
1.706490E-01        -1.916162E-04        2.763956E-05        -8.076206E-07        -1.836339E-07        
1.704957E-01        -1.909827E-04        2.755341E-05        -8.061914E-07        -1.833129E-07        
1.703425E-01        -1.903510E-04        2.746746E-05        -8.047657E-07        -1.829922E-07        
1.701895E-01        -1.897209E-04        2.738170E-05        -8.033433E-07        -1.826718E-07        
1.700366E-01        -1.890926E-04        2.729613E-05        -8.019243E-07        -1.823518E-07        
1.698839E-01        -1.884660E-04        2.721076E-05        -8.005086E-07        -1.820321E-07        
1.697313E-01        -1.878412E-04        2.712558E-05        -7.990963E-07        -1.817127E-07        
1.695788E-01        -1.872180E-04        2.704059E-05        -7.976873E-07        -1.813936E-07        
1.694265E-01        -1.865965E-04        2.695579E-05        -7.962816E-07        -1.810749E-07        
1.692743E-01        -1.859768E-04        2.687118E-05        -7.948792E-07        -1.807565E-07        
1.691222E-01        -1.853587E-04        2.678676E-05        -7.934802E-07        -1.804384E-07        
1.689703E-01        -1.847424E-04        2.670254E-05        -7.920844E-07        -1.801207E-07        
1.688185E-01        -1.841277E-04        2.661850E-05        -7.906919E-07        -1.798032E-07        
1.686669E-01        -1.835147E-04        2.653466E-05        -7.893027E-07        -1.794861E-07        
1.685153E-01        -1.829034E-04        2.645100E-05        -7.879167E-07        -1.791694E-07        
1.683640E-01        -1.822938E-04        2.636754E-05        -7.865340E-07        -1.788529E-07        
1.682127E-01        -1.816859E-04        2.628426E-05        -7.851546E-07        -1.785368E-07        
1.680616E-01        -1.810796E-04        2.620118E-05        -7.837783E-07        -1.782210E-07        
1.679106E-01        -1.804750E-04        2.611828E-05        -7.824053E-07        -1.779056E-07        
1.677598E-01        -1.798721E-04        2.603558E-05        -7.810356E-07        -1.775904E-07        
1.676091E-01        -1.792708E-04        2.595306E-05        -7.796690E-07        -1.772756E-07        
1.674585E-01        -1.786712E-04        2.587073E-05        -7.783056E-07        -1.769612E-07        
1.673081E-01        -1.780733E-04        2.578859E-05        -7.769454E-07        -1.766470E-07        
1.671578E-01        -1.774770E-04        2.570663E-05        -7.755883E-07        -1.763332E-07        
1.670076E-01        -1.768823E-04        2.562487E-05        -7.742345E-07        -1.760197E-07        
1.668576E-01        -1.762894E-04        2.554329E-05        -7.728838E-07        -1.757066E-07        
1.667077E-01        -1.756980E-04        2.546190E-05        -7.715362E-07        -1.753937E-07        
1.665580E-01        -1.751083E-04        2.538069E-05        -7.701918E-07        -1.750812E-07        
1.664083E-01        -1.745202E-04        2.529968E-05        -7.688505E-07        -1.747691E-07        
1.662589E-01        -1.739338E-04        2.521885E-05        -7.675123E-07        -1.744572E-07        
1.661095E-01        -1.733489E-04        2.513820E-05        -7.661773E-07        -1.741457E-07        
1.659603E-01        -1.727657E-04        2.505774E-05        -7.648453E-07        -1.738346E-07        
1.658112E-01        -1.721842E-04        2.497747E-05        -7.635164E-07        -1.735237E-07        
1.656622E-01        -1.716042E-04        2.489738E-05        -7.621906E-07        -1.732132E-07        
1.655134E-01        -1.710259E-04        2.481748E-05        -7.608679E-07        -1.729031E-07        
1.653647E-01        -1.704491E-04        2.473776E-05        -7.595482E-07        -1.725932E-07        
1.652162E-01        -1.698740E-04        2.465823E-05        -7.582316E-07        -1.722837E-07        
1.650678E-01        -1.693005E-04        2.457888E-05        -7.569181E-07        -1.719745E-07        
1.649195E-01        -1.687286E-04        2.449972E-05        -7.556076E-07        -1.716657E-07        
1.647714E-01        -1.681582E-04        2.442074E-05        -7.543001E-07        -1.713572E-07        
1.646233E-01        -1.675895E-04        2.434195E-05        -7.529956E-07        -1.710490E-07        
1.644754E-01        -1.670224E-04        2.426333E-05        -7.516941E-07        -1.707412E-07        
1.643277E-01        -1.664568E-04        2.418491E-05        -7.503956E-07        -1.704337E-07        
1.641801E-01        -1.658928E-04        2.410666E-05        -7.491001E-07        -1.701265E-07        
1.640326E-01        -1.653305E-04        2.402860E-05        -7.478076E-07        -1.698197E-07        
1.638852E-01        -1.647696E-04        2.395072E-05        -7.465181E-07        -1.695132E-07        
1.637380E-01        -1.642104E-04        2.387302E-05        -7.452315E-07        -1.692070E-07        
1.635909E-01        -1.636527E-04        2.379551E-05        -7.439479E-07        -1.689012E-07        
1.634440E-01        -1.630966E-04        2.371818E-05        -7.426673E-07        -1.685957E-07        
1.632972E-01        -1.625421E-04        2.364102E-05        -7.413895E-07        -1.682906E-07        
1.631505E-01        -1.619891E-04        2.356405E-05        -7.401147E-07        -1.679857E-07        
1.630039E-01        -1.614376E-04        2.348727E-05        -7.388428E-07        -1.676813E-07        
1.628575E-01        -1.608877E-04        2.341066E-05        -7.375739E-07        -1.673771E-07        
1.627112E-01        -1.603394E-04        2.333423E-05        -7.363078E-07        -1.670733E-07        
1.625650E-01        -1.597926E-04        2.325798E-05        -7.350446E-07        -1.667698E-07        
1.624190E-01        -1.592474E-04        2.318192E-05        -7.337843E-07        -1.664667E-07        
1.622731E-01        -1.587037E-04        2.310603E-05        -7.325269E-07        -1.661639E-07        
1.621273E-01        -1.581615E-04        2.303033E-05        -7.312723E-07        -1.658614E-07        
1.619817E-01        -1.576209E-04        2.295480E-05        -7.300206E-07        -1.655593E-07        
1.618361E-01        -1.570817E-04        2.287945E-05        -7.287718E-07        -1.652576E-07        
1.616908E-01        -1.565442E-04        2.280428E-05        -7.275257E-07        -1.649561E-07        
1.615455E-01        -1.560081E-04        2.272929E-05        -7.262826E-07        -1.646550E-07        
1.614004E-01        -1.554735E-04        2.265448E-05        -7.250422E-07        -1.643542E-07        
1.612554E-01        -1.549405E-04        2.257985E-05        -7.238047E-07        -1.640538E-07        
1.611105E-01        -1.544090E-04        2.250540E-05        -7.225699E-07        -1.637537E-07        
1.609658E-01        -1.538790E-04        2.243112E-05        -7.213380E-07        -1.634540E-07        
1.608212E-01        -1.533505E-04        2.235702E-05        -7.201088E-07        -1.631546E-07        
1.606768E-01        -1.528234E-04        2.228310E-05        -7.188825E-07        -1.628555E-07        
1.605324E-01        -1.522979E-04        2.220935E-05        -7.176589E-07        -1.625568E-07        
1.603882E-01        -1.517739E-04        2.213579E-05        -7.164380E-07        -1.622584E-07        
1.602441E-01        -1.512514E-04        2.206239E-05        -7.152199E-07        -1.619604E-07        
1.601002E-01        -1.507304E-04        2.198918E-05        -7.140046E-07        -1.616627E-07        
1.599564E-01        -1.502108E-04        2.191614E-05        -7.127920E-07        -1.613653E-07        
1.598127E-01        -1.496927E-04        2.184328E-05        -7.115822E-07        -1.610683E-07        
1.596691E-01        -1.491761E-04        2.177059E-05        -7.103750E-07        -1.607717E-07        
1.595257E-01        -1.486610E-04        2.169808E-05        -7.091706E-07        -1.604753E-07        
1.593824E-01        -1.481474E-04        2.162575E-05        -7.079689E-07        -1.601793E-07        
1.592392E-01        -1.476352E-04        2.155359E-05        -7.067699E-07        -1.598837E-07        
1.590961E-01        -1.471245E-04        2.148160E-05        -7.055735E-07        -1.595884E-07        
1.589532E-01        -1.466152E-04        2.140979E-05        -7.043799E-07        -1.592934E-07        
1.588104E-01        -1.461075E-04        2.133815E-05        -7.031889E-07        -1.589988E-07        
1.586678E-01        -1.456011E-04        2.126669E-05        -7.020006E-07        -1.587045E-07        
1.585252E-01        -1.450962E-04        2.119540E-05        -7.008149E-07        -1.584106E-07        
1.583828E-01        -1.445928E-04        2.112428E-05        -6.996319E-07        -1.581170E-07        
1.582406E-01        -1.440908E-04        2.105334E-05        -6.984515E-07        -1.578238E-07        
1.580984E-01        -1.435903E-04        2.098257E-05        -6.972738E-07        -1.575309E-07        
1.579564E-01        -1.430912E-04        2.091197E-05        -6.960987E-07        -1.572383E-07        
1.578145E-01        -1.425935E-04        2.084155E-05        -6.949262E-07        -1.569461E-07        
1.576727E-01        -1.420972E-04        2.077130E-05        -6.937563E-07        -1.566543E-07        
1.575311E-01        -1.416024E-04        2.070122E-05        -6.925891E-07        -1.563628E-07        
1.573896E-01        -1.411091E-04        2.063131E-05        -6.914244E-07        -1.560716E-07        
1.572482E-01        -1.406171E-04        2.056158E-05        -6.902623E-07        -1.557808E-07        
1.571069E-01        -1.401266E-04        2.049201E-05        -6.891027E-07        -1.554903E-07        
1.569658E-01        -1.396374E-04        2.042262E-05        -6.879458E-07        -1.552001E-07        
1.568248E-01        -1.391497E-04        2.035340E-05        -6.867914E-07        -1.549104E-07        
1.566839E-01        -1.386634E-04        2.028435E-05        -6.856396E-07        -1.546209E-07        
1.565432E-01        -1.381785E-04        2.021547E-05        -6.844903E-07        -1.543318E-07        
1.564025E-01        -1.376950E-04        2.014676E-05        -6.833435E-07        -1.540431E-07        
1.562620E-01        -1.372130E-04        2.007822E-05        -6.821993E-07        -1.537547E-07        
1.561217E-01        -1.367323E-04        2.000985E-05        -6.810576E-07        -1.534666E-07        
1.559814E-01        -1.362530E-04        1.994165E-05        -6.799184E-07        -1.531789E-07        
1.558413E-01        -1.357751E-04        1.987362E-05        -6.787817E-07        -1.528916E-07        
1.557013E-01        -1.352986E-04        1.980575E-05        -6.776476E-07        -1.526046E-07        
1.555614E-01        -1.348234E-04        1.973806E-05        -6.765159E-07        -1.523179E-07        
1.554217E-01        -1.343497E-04        1.967054E-05        -6.753867E-07        -1.520316E-07        
1.552821E-01        -1.338773E-04        1.960318E-05        -6.742600E-07        -1.517456E-07        
1.551426E-01        -1.334063E-04        1.953599E-05        -6.731357E-07        -1.514600E-07        
1.550032E-01        -1.329367E-04        1.946897E-05        -6.720139E-07        -1.511747E-07        
