# Finite Temperature QED corrections for dP_int/dT. [dP_int/dT] = MeV^3
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           dP_int/dT (e^2)      dP_int/dT (e^3)      dP_int/dT (e^4)      dP_int/dT (e^5)      
9.925386E-02        -2.340640E-07        2.638751E-08        -1.094661E-08        -1.617122E-09        
9.916470E-02        -2.325651E-07        2.619495E-08        -1.091884E-08        -1.612393E-09        
9.907562E-02        -2.310750E-07        2.600364E-08        -1.089114E-08        -1.607678E-09        
9.898662E-02        -2.295934E-07        2.581358E-08        -1.086350E-08        -1.602978E-09        
9.889770E-02        -2.281205E-07        2.562476E-08        -1.083594E-08        -1.598292E-09        
9.880886E-02        -2.266562E-07        2.543717E-08        -1.080843E-08        -1.593622E-09        
9.872010E-02        -2.252004E-07        2.525080E-08        -1.078100E-08        -1.588965E-09        
9.863141E-02        -2.237531E-07        2.506565E-08        -1.075363E-08        -1.584323E-09        
9.854281E-02        -2.223142E-07        2.488171E-08        -1.072633E-08        -1.579695E-09        
9.845429E-02        -2.208837E-07        2.469898E-08        -1.069910E-08        -1.575082E-09        
9.836585E-02        -2.194615E-07        2.451744E-08        -1.067193E-08        -1.570483E-09        
9.827748E-02        -2.180477E-07        2.433710E-08        -1.064482E-08        -1.565898E-09        
9.818920E-02        -2.166421E-07        2.415794E-08        -1.061778E-08        -1.561327E-09        
9.810099E-02        -2.152448E-07        2.397995E-08        -1.059081E-08        -1.556771E-09        
9.801287E-02        -2.138556E-07        2.380314E-08        -1.056390E-08        -1.552228E-09        
9.792482E-02        -2.124746E-07        2.362749E-08        -1.053706E-08        -1.547700E-09        
9.783685E-02        -2.111016E-07        2.345299E-08        -1.051029E-08        -1.543186E-09        
9.774897E-02        -2.097367E-07        2.327965E-08        -1.048357E-08        -1.538685E-09        
9.766116E-02        -2.083798E-07        2.310745E-08        -1.045693E-08        -1.534199E-09        
9.757343E-02        -2.070309E-07        2.293638E-08        -1.043035E-08        -1.529726E-09        
9.748577E-02        -2.056899E-07        2.276645E-08        -1.040383E-08        -1.525268E-09        
9.739820E-02        -2.043567E-07        2.259764E-08        -1.037737E-08        -1.520823E-09        
9.731071E-02        -2.030314E-07        2.242995E-08        -1.035098E-08        -1.516392E-09        
9.722329E-02        -2.017139E-07        2.226338E-08        -1.032466E-08        -1.511974E-09        
9.713595E-02        -2.004042E-07        2.209790E-08        -1.029840E-08        -1.507570E-09        
9.704870E-02        -1.991022E-07        2.193353E-08        -1.027220E-08        -1.503180E-09        
9.696151E-02        -1.978079E-07        2.177024E-08        -1.024607E-08        -1.498804E-09        
9.687441E-02        -1.965211E-07        2.160805E-08        -1.022000E-08        -1.494440E-09        
9.678739E-02        -1.952420E-07        2.144693E-08        -1.019399E-08        -1.490091E-09        
9.670044E-02        -1.939705E-07        2.128688E-08        -1.016804E-08        -1.485755E-09        
9.661358E-02        -1.927064E-07        2.112791E-08        -1.014216E-08        -1.481432E-09        
9.652679E-02        -1.914499E-07        2.096999E-08        -1.011635E-08        -1.477123E-09        
9.644007E-02        -1.902008E-07        2.081313E-08        -1.009059E-08        -1.472827E-09        
9.635344E-02        -1.889590E-07        2.065732E-08        -1.006490E-08        -1.468544E-09        
9.626688E-02        -1.877247E-07        2.050255E-08        -1.003927E-08        -1.464274E-09        
9.618041E-02        -1.864976E-07        2.034882E-08        -1.001370E-08        -1.460018E-09        
9.609401E-02        -1.852778E-07        2.019611E-08        -9.988192E-09        -1.455775E-09        
9.600768E-02        -1.840653E-07        2.004443E-08        -9.962748E-09        -1.451544E-09        
9.592144E-02        -1.828600E-07        1.989377E-08        -9.937366E-09        -1.447327E-09        
9.583527E-02        -1.816618E-07        1.974413E-08        -9.912045E-09        -1.443123E-09        
9.574918E-02        -1.804708E-07        1.959549E-08        -9.886786E-09        -1.438932E-09        
9.566317E-02        -1.792868E-07        1.944785E-08        -9.861589E-09        -1.434754E-09        
9.557723E-02        -1.781099E-07        1.930120E-08        -9.836452E-09        -1.430589E-09        
9.549137E-02        -1.769400E-07        1.915555E-08        -9.811377E-09        -1.426437E-09        
9.540559E-02        -1.757771E-07        1.901087E-08        -9.786363E-09        -1.422297E-09        
9.531989E-02        -1.746211E-07        1.886718E-08        -9.761410E-09        -1.418170E-09        
9.523426E-02        -1.734721E-07        1.872445E-08        -9.736517E-09        -1.414056E-09        
9.514871E-02        -1.723299E-07        1.858270E-08        -9.711685E-09        -1.409955E-09        
9.506324E-02        -1.711945E-07        1.844190E-08        -9.686913E-09        -1.405866E-09        
9.497784E-02        -1.700659E-07        1.830206E-08        -9.662202E-09        -1.401790E-09        
9.489252E-02        -1.689441E-07        1.816316E-08        -9.637551E-09        -1.397726E-09        
9.480728E-02        -1.678290E-07        1.802521E-08        -9.612960E-09        -1.393675E-09        
9.472211E-02        -1.667205E-07        1.788820E-08        -9.588428E-09        -1.389637E-09        
9.463702E-02        -1.656187E-07        1.775212E-08        -9.563957E-09        -1.385611E-09        
9.455200E-02        -1.645236E-07        1.761697E-08        -9.539545E-09        -1.381597E-09        
9.446707E-02        -1.634350E-07        1.748274E-08        -9.515192E-09        -1.377596E-09        
9.438221E-02        -1.623529E-07        1.734942E-08        -9.490899E-09        -1.373607E-09        
9.429742E-02        -1.612774E-07        1.721701E-08        -9.466665E-09        -1.369630E-09        
9.421271E-02        -1.602083E-07        1.708551E-08        -9.442490E-09        -1.365665E-09        
9.412808E-02        -1.591457E-07        1.695491E-08        -9.418374E-09        -1.361713E-09        
9.404352E-02        -1.580894E-07        1.682520E-08        -9.394317E-09        -1.357773E-09        
9.395904E-02        -1.570396E-07        1.669638E-08        -9.370318E-09        -1.353845E-09        
9.387464E-02        -1.559960E-07        1.656845E-08        -9.346378E-09        -1.349929E-09        
9.379031E-02        -1.549588E-07        1.644139E-08        -9.322496E-09        -1.346026E-09        
9.370605E-02        -1.539278E-07        1.631520E-08        -9.298673E-09        -1.342134E-09        
9.362188E-02        -1.529030E-07        1.618989E-08        -9.274907E-09        -1.338254E-09        
9.353777E-02        -1.518845E-07        1.606543E-08        -9.251200E-09        -1.334386E-09        
9.345375E-02        -1.508721E-07        1.594184E-08        -9.227550E-09        -1.330530E-09        
9.336980E-02        -1.498658E-07        1.581909E-08        -9.203958E-09        -1.326686E-09        
9.328592E-02        -1.488657E-07        1.569719E-08        -9.180424E-09        -1.322854E-09        
9.320212E-02        -1.478716E-07        1.557614E-08        -9.156947E-09        -1.319033E-09        
9.311840E-02        -1.468835E-07        1.545592E-08        -9.133527E-09        -1.315224E-09        
9.303475E-02        -1.459014E-07        1.533653E-08        -9.110165E-09        -1.311427E-09        
9.295117E-02        -1.449253E-07        1.521797E-08        -9.086859E-09        -1.307642E-09        
9.286767E-02        -1.439552E-07        1.510023E-08        -9.063611E-09        -1.303868E-09        
9.278425E-02        -1.429909E-07        1.498331E-08        -9.040419E-09        -1.300106E-09        
9.270090E-02        -1.420325E-07        1.486720E-08        -9.017284E-09        -1.296355E-09        
9.261762E-02        -1.410799E-07        1.475190E-08        -8.994205E-09        -1.292616E-09        
9.253442E-02        -1.401331E-07        1.463739E-08        -8.971183E-09        -1.288889E-09        
9.245130E-02        -1.391921E-07        1.452369E-08        -8.948217E-09        -1.285172E-09        
9.236825E-02        -1.382569E-07        1.441078E-08        -8.925307E-09        -1.281468E-09        
9.228527E-02        -1.373274E-07        1.429865E-08        -8.902453E-09        -1.277774E-09        
9.220237E-02        -1.364035E-07        1.418731E-08        -8.879655E-09        -1.274092E-09        
9.211954E-02        -1.354853E-07        1.407675E-08        -8.856913E-09        -1.270421E-09        
9.203679E-02        -1.345727E-07        1.396696E-08        -8.834226E-09        -1.266762E-09        
9.195411E-02        -1.336657E-07        1.385793E-08        -8.811594E-09        -1.263114E-09        
9.187151E-02        -1.327642E-07        1.374967E-08        -8.789019E-09        -1.259476E-09        
9.178898E-02        -1.318683E-07        1.364217E-08        -8.766498E-09        -1.255851E-09        
9.170652E-02        -1.309778E-07        1.353543E-08        -8.744032E-09        -1.252236E-09        
9.162414E-02        -1.300929E-07        1.342943E-08        -8.721622E-09        -1.248632E-09        
9.154184E-02        -1.292133E-07        1.332418E-08        -8.699266E-09        -1.245039E-09        
9.145960E-02        -1.283392E-07        1.321967E-08        -8.676965E-09        -1.241458E-09        
9.137744E-02        -1.274704E-07        1.311590E-08        -8.654718E-09        -1.237887E-09        
9.129536E-02        -1.266070E-07        1.301285E-08        -8.632526E-09        -1.234327E-09        
9.121334E-02        -1.257489E-07        1.291054E-08        -8.610388E-09        -1.230778E-09        
9.113141E-02        -1.248961E-07        1.280895E-08        -8.588304E-09        -1.227240E-09        
9.104954E-02        -1.240486E-07        1.270807E-08        -8.566275E-09        -1.223713E-09        
9.096775E-02        -1.232062E-07        1.260791E-08        -8.544299E-09        -1.220197E-09        
9.088603E-02        -1.223691E-07        1.250845E-08        -8.522378E-09        -1.216691E-09        
9.080439E-02        -1.215372E-07        1.240971E-08        -8.500510E-09        -1.213196E-09        
9.072282E-02        -1.207103E-07        1.231166E-08        -8.478695E-09        -1.209712E-09        
9.064132E-02        -1.198886E-07        1.221431E-08        -8.456934E-09        -1.206238E-09        
9.055989E-02        -1.190720E-07        1.211765E-08        -8.435227E-09        -1.202775E-09        
9.047854E-02        -1.182605E-07        1.202167E-08        -8.413572E-09        -1.199323E-09        
9.039726E-02        -1.174539E-07        1.192638E-08        -8.391971E-09        -1.195881E-09        
9.031606E-02        -1.166524E-07        1.183177E-08        -8.370422E-09        -1.192450E-09        
9.023493E-02        -1.158558E-07        1.173783E-08        -8.348927E-09        -1.189029E-09        
9.015387E-02        -1.150642E-07        1.164457E-08        -8.327484E-09        -1.185619E-09        
9.007288E-02        -1.142775E-07        1.155197E-08        -8.306094E-09        -1.182219E-09        
8.999197E-02        -1.134957E-07        1.146003E-08        -8.284756E-09        -1.178830E-09        
8.991113E-02        -1.127188E-07        1.136875E-08        -8.263470E-09        -1.175450E-09        
8.983036E-02        -1.119467E-07        1.127812E-08        -8.242237E-09        -1.172082E-09        
8.974966E-02        -1.111794E-07        1.118815E-08        -8.221056E-09        -1.168723E-09        
8.966904E-02        -1.104169E-07        1.109881E-08        -8.199927E-09        -1.165375E-09        
8.958849E-02        -1.096592E-07        1.101012E-08        -8.178850E-09        -1.162037E-09        
8.950801E-02        -1.089061E-07        1.092207E-08        -8.157824E-09        -1.158709E-09        
8.942760E-02        -1.081578E-07        1.083465E-08        -8.136851E-09        -1.155391E-09        
8.934727E-02        -1.074142E-07        1.074786E-08        -8.115928E-09        -1.152083E-09        
8.926700E-02        -1.066752E-07        1.066170E-08        -8.095057E-09        -1.148786E-09        
8.918681E-02        -1.059408E-07        1.057615E-08        -8.074238E-09        -1.145498E-09        
