# Finite Temperature QED corrections for P_int. [P_int] = MeV^4
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           P_int (e^2)          P_int (e^3)          P_int (e^4)          P_int (e^5)          
2.005870E+01        -2.574401E+02        2.294543E+01        -1.939053E+00        6.737087E-02        
2.004068E+01        -2.565158E+02        2.286309E+01        -1.931736E+00        6.709726E-02        
2.002267E+01        -2.555949E+02        2.278104E+01        -1.924445E+00        6.682475E-02        
2.000469E+01        -2.546772E+02        2.269929E+01        -1.917183E+00        6.655333E-02        
1.998672E+01        -2.537629E+02        2.261783E+01        -1.909947E+00        6.628300E-02        
1.996876E+01        -2.528518E+02        2.253666E+01        -1.902739E+00        6.601375E-02        
1.995082E+01        -2.519440E+02        2.245578E+01        -1.895558E+00        6.574557E-02        
1.993290E+01        -2.510395E+02        2.237519E+01        -1.888404E+00        6.547848E-02        
1.991500E+01        -2.501382E+02        2.229490E+01        -1.881277E+00        6.521245E-02        
1.989711E+01        -2.492401E+02        2.221489E+01        -1.874176E+00        6.494749E-02        
1.987923E+01        -2.483453E+02        2.213516E+01        -1.867103E+00        6.468359E-02        
1.986137E+01        -2.474537E+02        2.205573E+01        -1.860056E+00        6.442075E-02        
1.984353E+01        -2.465652E+02        2.197658E+01        -1.853036E+00        6.415896E-02        
1.982571E+01        -2.456800E+02        2.189771E+01        -1.846042E+00        6.389822E-02        
1.980790E+01        -2.447980E+02        2.181912E+01        -1.839074E+00        6.363853E-02        
1.979010E+01        -2.439191E+02        2.174082E+01        -1.832133E+00        6.337988E-02        
1.977232E+01        -2.430433E+02        2.166280E+01        -1.825217E+00        6.312226E-02        
1.975456E+01        -2.421707E+02        2.158506E+01        -1.818328E+00        6.286568E-02        
1.973682E+01        -2.413013E+02        2.150760E+01        -1.811465E+00        6.261012E-02        
1.971909E+01        -2.404349E+02        2.143041E+01        -1.804627E+00        6.235559E-02        
1.970137E+01        -2.395717E+02        2.135351E+01        -1.797816E+00        6.210208E-02        
1.968368E+01        -2.387116E+02        2.127687E+01        -1.791030E+00        6.184959E-02        
1.966599E+01        -2.378545E+02        2.120052E+01        -1.784269E+00        6.159811E-02        
1.964833E+01        -2.370006E+02        2.112444E+01        -1.777534E+00        6.134764E-02        
1.963068E+01        -2.361497E+02        2.104863E+01        -1.770824E+00        6.109817E-02        
1.961304E+01        -2.353018E+02        2.097309E+01        -1.764140E+00        6.084970E-02        
1.959542E+01        -2.344570E+02        2.089782E+01        -1.757481E+00        6.060223E-02        
1.957782E+01        -2.336152E+02        2.082283E+01        -1.750846E+00        6.035575E-02        
1.956023E+01        -2.327765E+02        2.074810E+01        -1.744237E+00        6.011026E-02        
1.954266E+01        -2.319408E+02        2.067364E+01        -1.737653E+00        5.986576E-02        
1.952511E+01        -2.311080E+02        2.059945E+01        -1.731093E+00        5.962223E-02        
1.950757E+01        -2.302783E+02        2.052552E+01        -1.724559E+00        5.937968E-02        
1.949004E+01        -2.294515E+02        2.045186E+01        -1.718048E+00        5.913811E-02        
1.947253E+01        -2.286277E+02        2.037847E+01        -1.711563E+00        5.889750E-02        
1.945504E+01        -2.278068E+02        2.030534E+01        -1.705101E+00        5.865786E-02        
1.943757E+01        -2.269889E+02        2.023247E+01        -1.698664E+00        5.841918E-02        
1.942010E+01        -2.261740E+02        2.015986E+01        -1.692252E+00        5.818146E-02        
1.940266E+01        -2.253619E+02        2.008751E+01        -1.685863E+00        5.794469E-02        
1.938523E+01        -2.245528E+02        2.001542E+01        -1.679499E+00        5.770888E-02        
1.936782E+01        -2.237466E+02        1.994359E+01        -1.673158E+00        5.747400E-02        
1.935042E+01        -2.229433E+02        1.987202E+01        -1.666841E+00        5.724007E-02        
1.933303E+01        -2.221428E+02        1.980071E+01        -1.660548E+00        5.700708E-02        
1.931567E+01        -2.213453E+02        1.972965E+01        -1.654279E+00        5.677503E-02        
1.929832E+01        -2.205506E+02        1.965884E+01        -1.648034E+00        5.654390E-02        
1.928098E+01        -2.197587E+02        1.958829E+01        -1.641811E+00        5.631371E-02        
1.926366E+01        -2.189697E+02        1.951800E+01        -1.635613E+00        5.608444E-02        
1.924635E+01        -2.181835E+02        1.944795E+01        -1.629438E+00        5.585608E-02        
1.922906E+01        -2.174002E+02        1.937816E+01        -1.623286E+00        5.562865E-02        
1.921179E+01        -2.166196E+02        1.930862E+01        -1.617157E+00        5.540213E-02        
1.919453E+01        -2.158419E+02        1.923932E+01        -1.611051E+00        5.517651E-02        
1.917729E+01        -2.150669E+02        1.917028E+01        -1.604968E+00        5.495180E-02        
1.916006E+01        -2.142947E+02        1.910148E+01        -1.598908E+00        5.472800E-02        
1.914285E+01        -2.135253E+02        1.903293E+01        -1.592871E+00        5.450509E-02        
1.912565E+01        -2.127587E+02        1.896463E+01        -1.586857E+00        5.428308E-02        
1.910847E+01        -2.119948E+02        1.889657E+01        -1.580865E+00        5.406196E-02        
1.909131E+01        -2.112337E+02        1.882875E+01        -1.574896E+00        5.384173E-02        
1.907416E+01        -2.104753E+02        1.876118E+01        -1.568949E+00        5.362238E-02        
1.905702E+01        -2.097196E+02        1.869386E+01        -1.563025E+00        5.340391E-02        
1.903990E+01        -2.089666E+02        1.862677E+01        -1.557123E+00        5.318632E-02        
1.902280E+01        -2.082163E+02        1.855992E+01        -1.551243E+00        5.296961E-02        
1.900571E+01        -2.074687E+02        1.849332E+01        -1.545386E+00        5.275376E-02        
1.898864E+01        -2.067239E+02        1.842695E+01        -1.539550E+00        5.253878E-02        
1.897158E+01        -2.059816E+02        1.836082E+01        -1.533737E+00        5.232467E-02        
1.895454E+01        -2.052421E+02        1.829493E+01        -1.527945E+00        5.211141E-02        
1.893751E+01        -2.045052E+02        1.822927E+01        -1.522175E+00        5.189902E-02        
1.892050E+01        -2.037709E+02        1.816385E+01        -1.516427E+00        5.168747E-02        
1.890350E+01        -2.030393E+02        1.809867E+01        -1.510701E+00        5.147678E-02        
1.888652E+01        -2.023103E+02        1.803372E+01        -1.504996E+00        5.126693E-02        
1.886956E+01        -2.015839E+02        1.796900E+01        -1.499313E+00        5.105792E-02        
1.885260E+01        -2.008601E+02        1.790451E+01        -1.493651E+00        5.084976E-02        
1.883567E+01        -2.001390E+02        1.784026E+01        -1.488010E+00        5.064243E-02        
1.881875E+01        -1.994204E+02        1.777623E+01        -1.482391E+00        5.043593E-02        
1.880184E+01        -1.987044E+02        1.771244E+01        -1.476792E+00        5.023027E-02        
1.878495E+01        -1.979909E+02        1.764887E+01        -1.471215E+00        5.002543E-02        
1.876808E+01        -1.972801E+02        1.758554E+01        -1.465659E+00        4.982141E-02        
1.875122E+01        -1.965717E+02        1.752243E+01        -1.460124E+00        4.961821E-02        
1.873437E+01        -1.958659E+02        1.745954E+01        -1.454610E+00        4.941583E-02        
1.871755E+01        -1.951627E+02        1.739689E+01        -1.449116E+00        4.921427E-02        
1.870073E+01        -1.944620E+02        1.733445E+01        -1.443643E+00        4.901351E-02        
1.868393E+01        -1.937638E+02        1.727225E+01        -1.438191E+00        4.881356E-02        
1.866715E+01        -1.930681E+02        1.721026E+01        -1.432759E+00        4.861442E-02        
1.865038E+01        -1.923749E+02        1.714850E+01        -1.427348E+00        4.841607E-02        
1.863362E+01        -1.916841E+02        1.708696E+01        -1.421957E+00        4.821853E-02        
1.861689E+01        -1.909959E+02        1.702564E+01        -1.416586E+00        4.802178E-02        
1.860016E+01        -1.903101E+02        1.696454E+01        -1.411236E+00        4.782581E-02        
1.858345E+01        -1.896268E+02        1.690365E+01        -1.405906E+00        4.763064E-02        
1.856676E+01        -1.889460E+02        1.684299E+01        -1.400596E+00        4.743625E-02        
1.855008E+01        -1.882676E+02        1.678255E+01        -1.395306E+00        4.724264E-02        
1.853342E+01        -1.875916E+02        1.672232E+01        -1.390035E+00        4.704982E-02        
1.851677E+01        -1.869181E+02        1.666231E+01        -1.384785E+00        4.685776E-02        
1.850013E+01        -1.862469E+02        1.660251E+01        -1.379554E+00        4.666648E-02        
1.848351E+01        -1.855782E+02        1.654293E+01        -1.374344E+00        4.647597E-02        
1.846691E+01        -1.849119E+02        1.648356E+01        -1.369152E+00        4.628623E-02        
1.845032E+01        -1.842480E+02        1.642440E+01        -1.363981E+00        4.609725E-02        
1.843375E+01        -1.835864E+02        1.636546E+01        -1.358829E+00        4.590903E-02        
1.841719E+01        -1.829273E+02        1.630673E+01        -1.353696E+00        4.572156E-02        
1.840064E+01        -1.822704E+02        1.624821E+01        -1.348582E+00        4.553485E-02        
1.838411E+01        -1.816160E+02        1.618990E+01        -1.343488E+00        4.534889E-02        
1.836760E+01        -1.809639E+02        1.613180E+01        -1.338413E+00        4.516368E-02        
1.835110E+01        -1.803141E+02        1.607390E+01        -1.333357E+00        4.497922E-02        
1.833461E+01        -1.796667E+02        1.601622E+01        -1.328321E+00        4.479550E-02        
1.831814E+01        -1.790216E+02        1.595874E+01        -1.323303E+00        4.461251E-02        
1.830169E+01        -1.783788E+02        1.590147E+01        -1.318304E+00        4.443027E-02        
1.828525E+01        -1.777384E+02        1.584440E+01        -1.313324E+00        4.424875E-02        
1.826882E+01        -1.771002E+02        1.578754E+01        -1.308362E+00        4.406797E-02        
1.825241E+01        -1.764643E+02        1.573088E+01        -1.303420E+00        4.388791E-02        
1.823601E+01        -1.758307E+02        1.567443E+01        -1.298496E+00        4.370858E-02        
1.821963E+01        -1.751994E+02        1.561818E+01        -1.293590E+00        4.352997E-02        
1.820327E+01        -1.745703E+02        1.556213E+01        -1.288703E+00        4.335208E-02        
1.818691E+01        -1.739435E+02        1.550628E+01        -1.283835E+00        4.317491E-02        
1.817058E+01        -1.733189E+02        1.545063E+01        -1.278985E+00        4.299845E-02        
1.815425E+01        -1.726966E+02        1.539518E+01        -1.274153E+00        4.282270E-02        
1.813794E+01        -1.720766E+02        1.533993E+01        -1.269339E+00        4.264766E-02        
1.812165E+01        -1.714587E+02        1.528488E+01        -1.264543E+00        4.247332E-02        
1.810537E+01        -1.708431E+02        1.523003E+01        -1.259766E+00        4.229969E-02        
1.808911E+01        -1.702296E+02        1.517537E+01        -1.255006E+00        4.212675E-02        
